1.710529786141905e-16	-2.2256573894105466e-17
2.4172708107189887e-17	7.160959792293179e-17
-3.306445588835591e-17	4.116955222404405e-17
3.6234173598079804e-17	-3.700394901325611e-17
1.8559931289110276e-18	2.58995433995841e-17
2.309692013765693e-17	-9.23246655777654e-17
-1.557541704892275e-17	2.4542913967048905e-17
-3.725906764394856e-18	5.688496814029784e-18
3.640178545867973e-18	9.338855479249553e-18
-1.3663374288107983e-17	1.3762528853646348e-17
2.6756702589728064e-17	-5.711977931019939e-17
1.0479624227469424e-17	-3.824535722625688e-17
-5.126537735064883e-18	6.359387899616947e-18
-5.328611088772932e-18	-1.2335131847524638e-17
-3.085327488060703e-17	-1.8196929804625343e-17
-3.741685653143403e-18	4.2885877457387264e-17
1.3576391090279887e-17	-7.622042221127858e-17
-7.314607105772546e-18	1.7430101693597094e-17
5.71512303228915e-18	2.924071818190835e-18
3.4240997884126353e-18	-5.490237403372048e-18
3.191801537263835e-19	-6.149974315270012e-18
-1.3512779256491403e-17	-3.406185695287273e-18
-3.746677396542803e-18	7.397167162288532e-18
-3.3499450084664186e-18	3.6555002210598394e-18
5.164441903988737e-18	-6.694636044217598e-18
-4.03061328045074e-18	3.528863870483006e-18
2.306991036556338e-18	-6.544225568879788e-18
1.729911402313246e-18	4.28379246148024e-18
-2.0120645945384894e-18	5.768669049892653e-18
-1.1202467113254856e-18	-1.4996075220431132e-18
-3.0585287741209554e-18	-7.093532422808049e-18
-6.165381638407095e-19	1.6129254409018039e-18
-1.3562724689055282e-18	-4.953961785293752e-18
1.640215606758198e-18	4.254704303298858e-18
7.469447392290886e-19	-1.160035262973283e-18
-1.7148901977184711e-18	-4.552044351169138e-18
-7.700433687416172e-19	-6.151988289532351e-18
2.3941089881508214e-19	1.599086145809008e-18
-6.695062861520847e-19	1.2339344518385801e-18
1.7322704402641562e-18	3.9118502259213605e-18
-1.1846937451095424e-18	-5.860227918353838e-20
-2.3816835199752e-18	-6.0388974691368486e-18
9.926956033102717e-20	-8.471957393863936e-19
