-2.274282357688629e-16	-2.434557121214891e-18	1.0894643427649508e-16	4.709180470344463e-17	1.1778306385484177e-17	1.7109152476718756e-17	2.812102474171226e-17	1.654160660653525e-17	1.1494254161618843e-16	4.1662591540364554e-18	2.9247302574164073e-17	-6.516297529688984e-18	1.0891589547515016e-17	-6.477842507439087e-17	3.918895582083559e-17
5.874400242371862e-17	-2.5648845511153458e-17	-6.142283677332553e-17	5.94188599025026e-17	-2.095100269104816e-17	-2.5111098196674154e-17	5.166379373121822e-17	4.142928566443809e-17	-1.1718057463039042e-16	-2.4816864218862674e-16	1.5313730009464544e-16	1.2314729578629527e-16	2.189018783165118e-16	-1.2584056980748985e-16	6.928400409034993e-18
-6.994360264852428e-17	8.680912812620941e-17	-3.9585434779596345e-17	-2.1064408996189784e-17	-1.0866261451112459e-16	8.418835910974427e-17	-5.989633180659605e-17	-7.311114823197428e-18	8.139685058042749e-17	-3.212206634862906e-17	1.9631160949795816e-17	2.783372067643292e-17	3.460264762534736e-17	1.7634078846779553e-17	-3.029023750226741e-17
1.2133699833647199e-17	1.668661054125083e-17	-4.8754013757969703e-17	-5.4292634452745346e-17	1.1574108627064341e-17	1.3056015812177515e-16	7.08315509199311e-18	4.687973141318137e-17	1.9361441370192963e-17	-3.5526458312470413e-17	8.368742534725214e-17	-9.274750980601408e-17	-1.0593058309719123e-16	-1.3540346688993418e-16	8.192397256674285e-17
4.671767698694676e-18	-2.9491663450726525e-17	-3.9010600879174294e-17	9.460193251520932e-18	6.10872411987982e-17	3.3813132257071405e-20	3.028264571933759e-17	2.701114870533648e-18	-1.3941357615599197e-17	1.3264489610587984e-17	-4.4602802402781713e-17	-2.8133064072891175e-17	1.0729283999734402e-17	1.5851536347742084e-17	-3.091907432039919e-17
5.574168841846571e-18	-4.62946939706907e-17	-3.5941566138440264e-17	-3.1471791626804293e-17	6.00514116898176e-17	6.515295076580426e-17	1.856558152148001e-17	1.5689836113042577e-17	-2.9899769983274634e-17	4.96122872403232e-17	-2.797769665691916e-17	3.5196400129748783e-17	3.0682903814839127e-18	3.8030475977182686e-17	2.520601808792815e-17
1.1788187930955242e-17	2.288166884948868e-17	-8.13647133832885e-18	2.8006129336177725e-17	-3.866685710141093e-18	-3.0722858213704457e-17	5.845379994519958e-17	-2.3258831240158934e-17	-4.0908044582077414e-17	5.42692746951042e-17	3.9165641190599346e-17	7.913832537162093e-19	-3.61033146846413e-17	4.028109852783949e-17	4.484487214985516e-17
-3.803682767218165e-17	1.1961250016366411e-16	3.89822620532832e-17	3.887537835559587e-17	7.906865413119709e-17	1.0351758865184556e-16	-1.4048117841890763e-16	2.3874273022390674e-16	1.5891267322390168e-16	8.698725288806153e-17	1.247814936600625e-16	1.0594201804939287e-16	5.658886230133642e-17	-1.4920425230691275e-16	-1.7415492364806954e-16
2.3133483914501628e-17	7.657990502344656e-18	-4.37037463530256e-17	-1.5604570656701126e-18	-4.82032827593534e-17	1.577730267492598e-16	-4.6407304763692873e-17	7.428901800421605e-17	9.855727966455818e-17	9.4369706492093e-17	3.817188745294347e-17	-1.7029713216425893e-16	-6.043003429733996e-17	1.0307954677180824e-16	3.537584092406327e-17
-4.015587448895152e-17	9.047922383576184e-17	-1.6274487836401333e-16	1.526590223242802e-16	1.3950397643863397e-16	-9.017095252944341e-17	-9.081609904305321e-17	3.2647350523811185e-17	-6.288627455757121e-17	1.1897112408961806e-16	2.986395965824178e-17	-2.859443522187859e-17	1.6999454202089897e-17	2.0082808015655389e-16	5.799785086452164e-17
-1.112894743155198e-17	2.1073893695853938e-17	2.4787945686102175e-17	1.2174351352639685e-17	2.4426495199566888e-18	-6.464415954664947e-17	-3.4835460082828774e-17	2.6296946603150408e-17	4.717976217993797e-17	-1.3711560721914506e-16	7.69843918365087e-17	5.16584516912311e-17	1.3502240356678817e-17	-1.9615972579786504e-17	-2.0964437227984794e-16
-7.345057865564909e-19	-9.794953566326301e-18	-1.883723890665778e-17	-3.058703867797981e-17	4.963456603530857e-17	3.955901147769379e-18	6.259366587455934e-17	4.5408699551995514e-17	1.8398633050008633e-18	9.733953088529726e-17	-6.145589445841225e-17	-1.1574583319334468e-17	-5.581907776340495e-17	1.3401507279027309e-17	7.579468226540866e-19
-1.2109191665861138e-17	1.4501607741495644e-18	-4.905412516196893e-17	-2.7362916485618206e-17	-5.058575947389144e-17	-3.09885700241288e-17	6.198752786595401e-18	-5.849048146290582e-18	-7.87631232200299e-18	2.0424136098018984e-17	-5.150019552569289e-18	2.4944842179940887e-17	-1.5808852930738807e-17	-6.583118289253097e-17	9.4764186521018e-18
-9.05698650828205e-18	1.739254558393384e-17	-1.6691250887919793e-17	2.885479375883785e-17	4.297070052848205e-17	-4.648478926896365e-17	2.706982055518327e-17	-2.6634352754568724e-17	-7.80696999779073e-17	2.654097861464891e-17	-4.501887644549478e-17	8.205742270065496e-17	-1.7189092903378522e-17	-3.9823791874162606e-17	-6.969331826748247e-17
6.66473097689745e-18	1.213807254837949e-17	8.920351447678615e-18	-2.722897541449331e-17	-4.3537674212573676e-17	-2.0496984293239163e-17	-1.561188180495429e-18	1.7288115870769563e-18	1.1808610454926744e-17	3.2699570394181836e-17	-5.982402453743703e-18	1.823975052140853e-17	-1.1717318906604573e-17	6.846245936800473e-17	2.1190534191769787e-17
1.2846810753365412e-17	7.07919768371539e-17	3.7390930324196004e-17	-7.676309290847534e-17	3.2651908501674346e-17	-2.1207725660668857e-18	7.303052361638195e-18	2.7611774460772952e-17	-1.9945569067953022e-17	-2.572419657257057e-17	5.3226295215195874e-17	-1.625427298880205e-16	-5.908220420682249e-17	1.1676056388268174e-16	-8.652711774704565e-17
-7.538346701065816e-18	3.327275409173198e-18	3.637094754300017e-17	-6.225252900107335e-18	1.9847277549564222e-17	3.282776362899102e-17	-2.3538733024557086e-17	3.995449940267403e-17	-6.578044563944144e-17	-1.2541202802892318e-17	4.618839614792353e-17	-5.135418350429763e-17	9.847394847479263e-18	-2.115987195812376e-17	-4.222077813083617e-17
-4.2471203565299414e-18	-1.504371579631296e-18	4.204949673880124e-18	2.130307962721735e-17	1.413002413717322e-17	-1.406648787614204e-17	4.5137199714668675e-18	-1.4183341559143282e-17	6.134934972236755e-18	3.514338104047564e-18	-1.6840506983786914e-18	1.0628233203537849e-17	2.9117799036434447e-17	-2.477885321879465e-18	2.0897753094029933e-17
-1.990293914325008e-17	-2.3611202105150245e-17	4.8299928820959925e-18	-3.0932514202413027e-19	1.0786984901097828e-17	-1.3156117530666297e-16	2.5989565709227054e-17	-6.050909796260176e-17	-8.423830465637155e-17	2.1434296264364746e-18	-3.2408408439994023e-17	8.436074330375018e-17	4.1978285213906507e-17	-2.6120516047902523e-18	-7.556306066974444e-18
2.9870799252723976e-19	3.80622909256516e-18	-8.971624899910793e-18	3.9401254865390965e-18	-1.7369981588154727e-17	-8.07664791589413e-18	-2.4823122971855358e-17	-5.21810838292612e-17	-5.719011520463508e-17	2.2874845441579115e-17	-3.5986921579455314e-17	8.754186022794082e-17	-2.442701342473424e-17	-2.27434315911977e-17	-2.3717317650448957e-17
-1.7214889808895124e-18	1.2770129963828919e-17	-1.8457775108953236e-17	6.097126763877731e-18	7.923926925208627e-18	1.5721996616081926e-17	1.057338547449099e-17	3.21676691924607e-18	4.448566827063122e-18	-1.0889968691116514e-17	1.9107951171955827e-17	-7.568331099775471e-18	2.608266209984685e-18	-1.501251498389282e-17	-1.849656154291443e-17
-2.4748371297409607e-18	1.1534332288456022e-17	-2.5580878067116613e-17	2.6355773691929608e-17	7.15472787239472e-18	-1.2232126877372798e-17	2.1370027621714758e-17	-3.6319862239430064e-17	2.8402756298017505e-18	-1.44458464732662e-17	-3.177307496092837e-17	-3.898321649638624e-17	-3.1121095467902006e-17	-2.5279909184051132e-17	1.703834368938586e-17
-5.690931538183837e-18	-3.949444064179377e-19	3.541710164599525e-18	-1.2619793322717069e-17	-5.263076604256755e-18	2.222053145698657e-18	2.639055806595264e-19	-4.895074542834283e-18	-2.9141193325923666e-17	3.761114581246519e-17	-1.625962853155474e-17	-3.3348888908880683e-17	-2.219297771915967e-18	-2.560763984547163e-17	4.5942747521020455e-17
3.111450537725926e-18	-1.2606537956431546e-17	1.2732456772052257e-17	-4.263136120031621e-18	-2.5751633223448935e-21	-1.73159636139301e-17	6.059412566666274e-18	2.2906508294651137e-17	-2.5771457596113778e-17	-3.964321654176129e-18	4.478092228248802e-18	4.553050453085997e-17	-2.986220309443067e-18	3.319299706114607e-17	-7.784878837087375e-18
-4.461210539432129e-18	-3.0115743729753175e-17	2.950340473438836e-17	-3.569394303848604e-17	-1.344524949530894e-17	-5.735058483227836e-18	2.1078356632210854e-17	4.735730338166833e-17	-7.625614460795744e-17	4.780141826730415e-17	2.20453697397407e-17	-4.189811635456473e-17	-1.3872904476801053e-17	2.857517440538089e-17	-3.7745367552663854e-17
4.668495710654515e-18	-6.101811273002929e-18	8.70290001776001e-18	-3.6708735378945915e-18	8.791968828234205e-18	1.0488599791151385e-17	2.7052880488220266e-18	3.1061924725375866e-17	1.195066774261834e-17	1.0715054054476325e-17	-2.8863630718822015e-17	2.804845244778739e-17	-2.0407682481047977e-17	-1.3326980306931374e-17	1.9577423499819032e-17
2.7550158489620074e-18	4.033476840814596e-18	-1.3912519924995022e-17	5.5834520948170994e-18	1.7364424431266057e-17	9.11959627440135e-18	6.7378160204303515e-18	7.2359409813717615e-19	3.095386375313324e-18	4.0255914717503586e-18	-3.8284133897773497e-17	-9.661749909471723e-18	-1.7644843371644023e-17	7.686440293502465e-18	7.137321203265311e-17
6.520622016404008e-19	-4.471683057063834e-18	1.0124177527041426e-17	-5.749193499451406e-18	-8.984452392625362e-18	1.2719566935783734e-17	-2.131898930386737e-18	2.3490668428718037e-18	1.5411112450860995e-17	8.430937412575813e-18	1.7842676229422064e-17	5.549128970890643e-18	1.2723098612666498e-17	-4.204297984916733e-19	-4.230754992956001e-17
-6.60318737929365e-18	-1.499864476111983e-17	1.9581229275681543e-17	-2.1965311440362573e-19	-6.839941944069689e-19	-6.632776434925706e-17	-4.09362721446205e-18	-5.775752847139581e-17	-5.1169409478753325e-17	-1.686082425725381e-17	-1.851845896381315e-17	9.388187465898353e-17	1.7061136242817306e-17	3.5502322273945854e-17	2.8662864507309275e-18
