3.234527146165235e-16	-2.1818399027353673e-16	1.79424518000773e-16	-4.3648567784172957e-16	-8.261096905679761e-18	2.5594052754333832e-17	7.35426770953979e-17	2.5621252233742145e-17	2.7015533240266367e-16	9.669956135488174e-17	-1.7827502059489043e-17	1.0546491669299794e-16	-2.891687865287631e-17	-1.1834079291495698e-16	3.443088381711486e-17	-1.6392666573060234e-16	-1.3983907374995973e-16	2.1229450611842305e-16	7.130779710975224e-18	-2.554991564468862e-17	-1.4946026381038402e-17	6.944267902851363e-17	-8.850387727738234e-17
-1.4415523903328152e-17	-2.3028706067925378e-17	-1.3319799217895996e-17	-1.4346388449046018e-16	-5.438480149277184e-17	1.603882715196857e-17	1.4499579388767537e-16	1.575305140906275e-16	2.0746284210043998e-16	-3.186703749622395e-17	-2.4062272842189136e-16	-1.8087812512129593e-16	1.8696380246141636e-17	3.1485374167364096e-17	-2.363577096442738e-16	1.0707257077816133e-16	-2.5896665647551345e-16	-3.321217609060913e-17	7.164973175393118e-17	4.968045853070785e-17	4.414254245332007e-17	-9.790471508837424e-17	-2.0199397683215485e-17
3.53090541282101e-17	-1.8986849111005927e-18	-4.006140542418461e-18	-6.747417163873606e-17	-5.846110182769351e-17	7.98902898930206e-17	-2.4780559016899802e-18	3.525068475932586e-16	-5.081134393946827e-17	-5.289689064846888e-17	7.529028250153982e-17	-1.7733398913288965e-16	2.592499165645604e-16	1.2520219467679697e-16	-1.751951291424721e-16	5.373786476323591e-17	-1.6102424646516881e-16	-5.710006032433846e-17	-2.9733763194244286e-17	-7.30035558262686e-17	8.069322455285928e-17	2.0088155745710272e-17	-1.4675900110776638e-16
4.3685733695215495e-18	-1.2513799842916305e-17	1.8913127604972377e-17	4.077631717559037e-17	2.1617882006223224e-17	-5.00315128397907e-17	-2.958304925340647e-17	1.1026444195924256e-17	5.866163087830055e-17	1.4455149237070398e-17	2.0326805037148746e-17	-8.329925478229713e-18	4.05362509869313e-17	2.546232108988314e-18	6.009616455645444e-17	3.5673083259346853e-17	2.797770548256146e-17	-8.674596534416965e-17	-8.442870575719578e-17	7.378006839720283e-17	-1.582329264729298e-17	3.95875367898961e-18	1.2504801672003014e-16
3.1677527337429183e-17	2.901725812097181e-17	-1.3244055945124988e-17	-2.1176372762081292e-17	1.8169890087819742e-17	-5.82477756305603e-17	-1.9530170431429767e-17	-1.1349660007086995e-17	-1.9171967964900663e-17	-1.5482575277645746e-17	-7.876804485949744e-17	2.617801115349349e-17	4.870474892262533e-17	7.88170065938804e-17	-4.256385509135689e-17	6.184009343205004e-19	5.400277340184433e-17	1.40398954176422e-16	-2.227220816937085e-16	-2.6704097861910993e-17	-8.990243466503454e-17	-4.9651065809561906e-17	6.707761577137459e-17
-1.5896319099214283e-17	2.8524414844568637e-18	3.1196248186399674e-18	-1.5234553408030797e-17	4.826754623609135e-17	1.7047139819398518e-17	1.5494552354079872e-18	-5.365505127091139e-17	5.587838758812733e-17	2.5648526690161322e-17	9.245916029160224e-17	-6.24131844793283e-17	-2.595427743019747e-17	2.8240907130134196e-18	-7.491246844456593e-17	-9.894668641215853e-18	-8.684744887807631e-17	8.782224157401037e-17	-5.893888340407543e-18	-6.33427532046622e-17	3.189755855772287e-17	8.28589130822781e-17	2.79466968119477e-17
-2.1500255945930557e-18	-7.801785976873717e-18	-1.8619009964871852e-17	-3.592911377989171e-17	-2.2445032631226817e-18	-3.199995705082044e-17	-4.710492750987165e-17	-4.3609364398836195e-17	-1.0519355598185028e-16	2.3807002939231308e-17	-2.9449362623646648e-18	-4.278418988364435e-17	-8.380271833717118e-17	-2.7555862576948867e-17	-7.99100183374216e-17	-1.168963334682596e-16	2.6900206382233065e-17	-6.620918915385463e-17	1.0015890108256767e-16	-6.7884986710498846e-18	2.527781463897644e-18	-8.11941496865849e-17	-1.126562564174222e-16
-1.5733570236109945e-17	8.8375330043665e-18	3.785899486323096e-17	-1.420106399879898e-17	2.1086228177889567e-17	-2.2294721786245936e-17	5.285356797524912e-18	9.593128334905791e-17	-6.105577865677218e-17	-3.7442296519815775e-18	1.8887259494666734e-18	-4.1721827474286025e-17	9.469598600358985e-17	-9.358015168157041e-17	-1.0872786066268067e-17	5.0456406862854554e-17	-1.2982980260567347e-17	-5.758403388629036e-17	1.0003596264752512e-16	2.4841539214135368e-17	-2.822986095950001e-18	4.4775543861326934e-17	5.77485056673101e-17
9.827545991310369e-18	-2.1524594965246444e-17	-6.0984576159106765e-18	3.783764716361597e-18	-2.200424583947027e-17	-2.412467953183706e-17	-2.035750029184414e-17	-7.876455407636463e-17	-3.975676891068971e-18	1.5575978236850405e-17	1.9455239035745444e-18	4.5615706878727946e-17	3.012457103079846e-17	-2.5772189069628268e-17	1.3441802548489368e-17	1.2615246394100141e-17	5.100216422546608e-17	5.474703251441591e-17	2.7789060075763126e-17	-1.8765844538167365e-18	-2.5009804050940707e-18	4.4785446974046716e-17	-6.87693210819009e-17
-1.9232375721116764e-17	-3.146591659134548e-17	-1.7787894349991672e-17	1.164167254923151e-17	7.47322863284857e-17	-3.326990358392225e-17	-2.576013645474084e-17	-1.2786021215913003e-16	-5.339549392203317e-18	6.403585212555787e-17	5.5405458133535076e-17	-5.983506967089051e-17	3.575405532532942e-17	-4.6243279518235054e-17	8.331107608830533e-17	-4.782967038217359e-17	1.7235458853571571e-16	-4.191601220685714e-17	8.46537897463872e-17	-5.2922918192785404e-17	-4.406589966574387e-18	-1.3517190029428926e-16	-1.3423744378676817e-16
