1.6119779394492367e-16	1.283521371418412e-16	3.229712123191052e-17	1.1096431904290428e-16	-3.12917536363424e-17	-6.024638326086986e-17	6.3658345315207345e-18	-8.12484896831351e-17	-2.9547078225034123e-17	-5.2674335986063205e-17	3.9713883148648555e-18	4.8824904344220844e-17	-1.13771359708414e-16	-5.57540570212063e-17	7.359476277780954e-17	2.0733129481036326e-17	-8.299890167816951e-17	-2.716796891031777e-17	2.5955549648301866e-17	5.4488094831271025e-18	-1.2398410343013434e-17	-1.2676963926505725e-16	1.3163000930897538e-16	9.549277701487549e-18	-4.690608844794673e-17	-3.1754663778983326e-17	-1.0872005816788415e-16	-6.597434080667608e-17	-1.9941530727910648e-17	2.3724026081833143e-17	1.9372779346735355e-16	5.675719693971469e-18	-1.7264262053222355e-16	4.433407205216055e-17	1.36585328006465e-16	1.784376003060482e-18	-1.0244356066171829e-17	5.271821922503579e-17	-2.4703454103239954e-16	4.855106824891006e-17	-4.793130525001888e-17	-1.3946127510878177e-16	8.878911477371872e-17	1.0383360326126913e-16	-7.305558164570274e-18	2.7438018227516537e-16
-9.857002518436818e-17	-2.3231708567144274e-17	-4.9112904892775677e-17	1.0769419786748154e-16	-3.290551870715768e-17	-5.831467392270182e-17	-1.0896045759526768e-16	5.98238852923846e-17	8.534659387944088e-17	9.267643938879105e-17	4.144104390120604e-17	-5.2070332260686043e-17	7.293028617780126e-17	7.624004718362015e-17	2.9404026921067785e-17	-2.707328925838513e-17	-8.13613669817932e-17	1.0072276270037245e-16	2.934396689471556e-17	-1.9577331048050126e-16	1.0107141067056584e-16	1.3761828697983653e-16	-1.380488742444358e-16	1.916502843262575e-16	1.5688248969224243e-16	-3.3473877988565184e-17	1.4315940654202588e-16	-1.730446196433392e-16	8.091573364614924e-17	3.6025345904774663e-19	-2.1895214333238226e-16	-5.608666524116903e-17	-2.843878664699162e-16	-8.458038579370022e-18	-6.711931778230295e-17	9.981064964660752e-17	1.466746682968873e-17	-2.5667448738758004e-16	-1.4257755079107264e-16	-1.7304031407558096e-16	-1.4142292242567172e-17	1.6280013370689534e-16	-3.631433163290661e-17	1.8772687830565296e-16	-1.5130180350819267e-17	-1.0086154831458495e-15
-5.146189451262464e-18	8.2853692543441e-18	2.0349338546198604e-17	3.023696154140138e-17	4.1726853931450773e-17	-8.720672861025403e-18	-2.117815927042713e-17	9.583391806781086e-18	-1.3280629252547574e-17	3.3584697434668623e-17	7.975070562016969e-18	1.014391782302236e-17	-1.5273513528088203e-17	5.805770571181398e-18	5.677587560640552e-17	1.115251197577277e-16	-6.846828457674034e-17	4.4532587613159677e-17	-4.0641259489314796e-17	-3.4878596946367826e-17	4.898540058168276e-18	2.1682947482920186e-17	3.071725326935636e-17	2.8065038632860404e-17	-1.8506334022597616e-18	1.3916977882910768e-17	2.94017836447615e-17	-8.433982429310164e-17	2.245555430982295e-17	8.596004341272041e-17	-2.671110725560871e-17	4.8692662411225745e-17	8.873576380457515e-17	5.005463892777323e-17	-9.006318854457763e-17	2.6963014989805567e-17	-7.371471838079248e-17	4.3869977378549856e-17	-4.3074798324282506e-17	2.0696583802359553e-17	-3.0093417184054866e-17	1.3087516516504149e-16	5.145820858318504e-17	-6.108125925827036e-17	2.4851388871621893e-17	-5.146244989685976e-17
1.7100971173812018e-17	2.5706645012959912e-17	-6.531295722918024e-17	-2.0399039005093002e-17	1.4894689063899707e-18	1.6261396936519323e-17	-5.226826950014723e-17	-9.011158313114354e-18	-1.669066944385379e-17	-1.3534255788839889e-17	1.062794210580619e-18	3.3528544029695955e-18	-3.3813254768187024e-17	2.5148214465399497e-17	-3.402014583337576e-17	6.066858488954416e-17	4.692930433846986e-18	-9.599896693878465e-17	-3.3157105335780274e-17	5.2369316164661336e-17	-6.328567935831466e-17	-9.370120530362383e-17	6.439457271645715e-17	8.635982111670855e-17	-4.763110176618553e-17	8.435363378371564e-17	-2.0450606272475935e-18	4.2677072234713376e-17	7.52415005610828e-17	8.276101749059324e-19	-9.999379857183857e-17	-5.662418801314037e-17	4.537380181037737e-17	-1.1099389248903438e-17	9.772312145829366e-17	7.801238259115266e-17	1.875672434464024e-18	5.888848882570235e-17	4.00891763538573e-17	2.2841888692707757e-17	3.082325779146097e-17	-8.064621417248697e-17	-1.15133158891594e-16	-6.55905208026419e-17	-1.703746182964811e-17	-1.621723716211908e-16
1.7794571285337375e-18	-9.24054851306463e-18	1.9539870549348702e-17	4.120817237811194e-17	1.5257800306570116e-17	-1.3106730228596793e-17	-5.146980276110474e-18	4.433420900184611e-17	-7.573403072744648e-18	-2.3765765292769387e-17	3.9281055073700934e-17	8.585567375538168e-17	1.5871716819668646e-16	2.0993848814682854e-17	1.3399413107128206e-16	-7.339349700637837e-17	-8.20598672202095e-17	-1.739103451306817e-17	-3.5474400259345285e-17	6.257213061980977e-17	4.6205765140889924e-18	2.8032493255464883e-17	1.988573118544251e-16	-5.978859925584627e-18	5.085768749472923e-18	-1.2682073562447745e-16	-8.591370812063428e-17	-1.1478864433225566e-16	-1.0030515438225448e-16	-3.2147526280138194e-17	2.015829856822123e-16	-5.712615769212954e-17	4.2128669781022e-17	1.3995232328564572e-16	-1.2051520542454067e-16	-3.765899905229458e-17	3.325077349404954e-17	-6.619223692519294e-17	-6.924525917130669e-17	5.661599305929347e-17	-4.354056844628129e-17	3.677299226711808e-16	3.1875068315304216e-16	1.6296912942901052e-16	-3.290126228433076e-17	-3.381263849804555e-17
-3.6442384568671135e-17	5.72490264990556e-17	-6.409564601259904e-17	6.345035405023857e-17	-6.844144583509671e-18	-3.673866642072935e-17	8.282428509552021e-17	-1.5608067459709325e-16	1.363710796964195e-18	-1.0388911254901075e-16	-1.0171630106139686e-16	7.107804365942242e-17	-1.62952666081663e-16	-1.360000816326294e-16	3.029278092736729e-17	9.924277280740963e-17	-1.8286183908787678e-16	1.1849404326154222e-16	-1.0411923816359235e-16	-7.921782116334952e-17	-6.137313225154345e-17	-1.1153459424076188e-16	1.8011833406132623e-16	-1.0492786014487286e-16	-6.15128796159427e-17	-2.2110316575948457e-16	-1.6641644787720604e-16	4.480353327285979e-17	-9.444668469816349e-17	6.037213127785536e-17	-3.50578100913997e-17	5.654834949591622e-17	2.2147528802415987e-16	-2.287323225340422e-16	-2.5115106026218927e-16	2.412279324022324e-17	-7.757204884828572e-17	-1.2117021408041088e-16	4.8800394385860645e-17	-6.388116273550243e-17	-2.4517993800730002e-17	2.6010821316368715e-16	7.727366094914937e-17	1.3885800429289535e-16	-2.9173205956508864e-17	-1.777220027441795e-17
5.4343357969328985e-17	1.6629026275785766e-17	-1.1386457681780628e-17	-8.231483071753933e-17	-3.7605144794212717e-17	-7.687743960363269e-17	-1.1158420075204436e-16	-3.072827247390476e-17	-7.698956147753798e-17	-1.2839286481940424e-17	-9.795287668158701e-18	1.1652265440050127e-16	-2.0956661745817897e-17	-1.4488873693476881e-16	-8.837586888659659e-18	-9.728240577369695e-17	-5.591266124318576e-17	-1.2847639244709512e-16	-1.202081854097544e-16	-1.0468658261561281e-16	6.883216874314452e-17	-1.4813765377095329e-16	-1.070440101408191e-16	-2.136937704369798e-16	4.9128940863619536e-17	-2.821729528211543e-16	-4.992558323144611e-17	3.293303029770182e-17	1.0227930952981442e-16	-8.450928116886182e-18	-3.5726151676621006e-17	-8.100689021785565e-17	-1.1632045269108603e-16	-1.6318182005634818e-16	-9.304261524037021e-17	-2.5492077744173865e-17	-1.0297809908840074e-16	-1.378769136580154e-16	-1.0957019617263581e-16	-1.485338360495039e-16	1.1156650013704217e-16	-1.1280189847379227e-16	6.073217805216489e-19	-7.886107615973656e-17	-1.045407274714096e-16	-7.872930556255016e-17
-4.720221608855781e-18	-1.8901749051379227e-17	4.7096888330283705e-17	1.175420228159288e-16	9.603684543397625e-19	-5.0024723585821384e-17	-1.4389069795303586e-17	1.5775398897171774e-16	-5.620435797254756e-19	-9.81096128215238e-17	7.001054658586175e-17	-2.946289505647529e-17	4.331345349515971e-18	-4.950884215130693e-17	4.558808984906646e-17	-2.8868041243382914e-17	5.725323660302829e-17	-6.837438365577282e-17	-1.6971624260996047e-16	2.591526997580471e-16	-1.806361287708067e-17	-4.82588549802907e-17	8.890145914899708e-18	6.406530476507129e-17	-4.279848464457718e-17	-1.7157075925425252e-16	-1.7318642249055533e-16	1.353629675375446e-16	1.0391124256509982e-16	7.019645630033133e-18	1.37335761933218e-16	-4.138872792691391e-16	-2.2602715892616276e-16	7.17593140622843e-17	5.1084594778480574e-17	5.69473731336864e-17	2.4846029392979964e-16	-4.645536716164941e-16	2.3719456271011205e-17	3.077898314181132e-16	-1.77031857394772e-16	-1.2714919989149572e-17	1.3569753863325227e-17	-1.027762686537377e-16	-2.6236483783289566e-16	2.3201221149318007e-16
2.4031096752925013e-17	-1.6450498421054602e-19	3.0900783666390865e-18	-4.675654654996305e-17	1.1601249462975224e-17	5.87062827747272e-17	-7.898802874843183e-17	7.95248769613845e-17	1.0211260472161263e-16	-2.043611791872489e-17	7.088170004245683e-17	8.363401142082953e-18	5.865742158089062e-18	-1.800880582122007e-17	4.816183920580227e-17	1.6982205096339004e-17	1.5245229650120602e-16	5.2786385353426986e-17	5.4093527627511786e-17	-1.2050024138437214e-16	5.3171870073538605e-17	1.1296697066939353e-16	-1.3856275330934284e-16	-9.631258353131368e-17	4.2359445023456404e-17	5.565707718218347e-17	-8.492957348399299e-17	1.1203679939854834e-17	6.962509951395526e-17	-1.1966050253722833e-16	-5.571302486128187e-17	5.69229755247442e-17	-2.1842001977819534e-16	-5.662202263074157e-17	-4.8167973427740314e-17	-1.7912111701020707e-16	4.010212108012004e-17	1.9141893918557863e-16	9.484895771224233e-17	-1.0745356100013234e-17	-6.674725473557139e-17	-1.3563783431441118e-16	9.585345144782136e-17	1.0013430480698343e-16	3.9385245393664047e-17	4.5078493439625916e-17
1.7282634320640588e-17	-1.3191316020850368e-16	1.4415225989873762e-17	-1.8736067318527436e-17	-7.25537592051579e-17	-8.330487264245827e-17	9.210103550972984e-17	-2.418496926594342e-17	1.8036338381639765e-16	-1.6464952860570847e-17	-1.6231985199922976e-16	-4.549713624789062e-17	-1.3109369505213678e-16	5.576842780830344e-17	1.2035914768777377e-16	-2.3547975349434347e-17	-2.3968609695609547e-17	1.279489561958952e-16	1.153703399971335e-16	-7.790972855171073e-17	4.792583959424294e-18	1.2526685977274084e-16	-1.5526220085647097e-16	-7.938954774867364e-17	-6.580661495097047e-18	-1.2388256863488035e-16	3.536378015656709e-17	-9.545172551247675e-18	7.070625792941852e-17	3.002432209477994e-17	-5.017610709296203e-17	-3.778959433261123e-17	2.2743171255454452e-17	-8.19716506045378e-17	-6.831240168892106e-17	-7.24811777661633e-17	4.309829718003191e-17	-1.8008656883130454e-17	-2.7168919377444797e-17	-8.998061411892173e-18	9.791401796167826e-17	-1.1044122212585672e-16	-2.1129465181954693e-16	1.006541479217918e-16	1.0495513475466364e-16	6.499260336066437e-17
