3.234527146165235e-16	-2.1818399027353673e-16	1.79424518000773e-16	-4.3648567784172957e-16	-8.261096905679761e-18	2.5594052754333832e-17	7.35426770953979e-17	2.5621252233742145e-17	2.7015533240266367e-16	9.669956135488174e-17	-1.7827502059489043e-17
-1.4415523903328152e-17	-2.3028706067925378e-17	-1.3319799217895996e-17	-1.4346388449046018e-16	-5.438480149277184e-17	1.603882715196857e-17	1.4499579388767537e-16	1.575305140906275e-16	2.0746284210043998e-16	-3.186703749622395e-17	-2.4062272842189136e-16
3.53090541282101e-17	-1.8986849111005927e-18	-4.006140542418461e-18	-6.747417163873606e-17	-5.846110182769351e-17	7.98902898930206e-17	-2.4780559016899802e-18	3.525068475932586e-16	-5.081134393946827e-17	-5.289689064846888e-17	7.529028250153982e-17
4.3685733695215495e-18	-1.2513799842916305e-17	1.8913127604972377e-17	4.077631717559037e-17	2.1617882006223224e-17	-5.00315128397907e-17	-2.958304925340647e-17	1.1026444195924256e-17	5.866163087830055e-17	1.4455149237070398e-17	2.0326805037148746e-17
3.1677527337429183e-17	2.901725812097181e-17	-1.3244055945124988e-17	-2.1176372762081292e-17	1.8169890087819742e-17	-5.82477756305603e-17	-1.9530170431429767e-17	-1.1349660007086995e-17	-1.9171967964900663e-17	-1.5482575277645746e-17	-7.876804485949744e-17
-1.5896319099214283e-17	2.8524414844568637e-18	3.1196248186399674e-18	-1.5234553408030797e-17	4.826754623609135e-17	1.7047139819398518e-17	1.5494552354079872e-18	-5.365505127091139e-17	5.587838758812733e-17	2.5648526690161322e-17	9.245916029160224e-17
-2.1500255945930557e-18	-7.801785976873717e-18	-1.8619009964871852e-17	-3.592911377989171e-17	-2.2445032631226817e-18	-3.199995705082044e-17	-4.710492750987165e-17	-4.3609364398836195e-17	-1.0519355598185028e-16	2.3807002939231308e-17	-2.9449362623646648e-18
-1.5733570236109945e-17	8.8375330043665e-18	3.785899486323096e-17	-1.420106399879898e-17	2.1086228177889567e-17	-2.2294721786245936e-17	5.285356797524912e-18	9.593128334905791e-17	-6.105577865677218e-17	-3.7442296519815775e-18	1.8887259494666734e-18
9.827545991310369e-18	-2.1524594965246444e-17	-6.0984576159106765e-18	3.783764716361597e-18	-2.200424583947027e-17	-2.412467953183706e-17	-2.035750029184414e-17	-7.876455407636463e-17	-3.975676891068971e-18	1.5575978236850405e-17	1.9455239035745444e-18
-1.9232375721116764e-17	-3.146591659134548e-17	-1.7787894349991672e-17	1.164167254923151e-17	7.47322863284857e-17	-3.326990358392225e-17	-2.576013645474084e-17	-1.2786021215913003e-16	-5.339549392203317e-18	6.403585212555787e-17	5.5405458133535076e-17
-1.191143738870596e-17	9.531591643514503e-18	-1.7372446413275527e-17	1.1967486099369577e-17	4.252277113537444e-17	3.82947463110679e-17	-3.756708718415445e-18	2.0175674863540124e-17	9.005876100495504e-17	-6.775004033987793e-18	2.0285839965652564e-17
1.450953229612711e-17	-2.7716278011639568e-17	-9.617267814074614e-18	2.103159425473555e-17	1.611872506533341e-17	6.487494464144082e-17	1.765928766650065e-17	3.75053914681139e-17	6.039055252407794e-17	2.316012052001474e-17	8.238577609980322e-19
-5.975354619519704e-18	-3.103902089359974e-17	1.263216344336037e-17	1.119490073640905e-18	1.3133724391696754e-17	2.018704894471537e-17	6.531093867898417e-18	1.5476109178104545e-17	6.4687893415076586e-18	1.3054690031788827e-17	3.3329343221690174e-17
8.580400890924887e-18	-2.7889172318957777e-18	-1.066107524039662e-17	2.8234950569699566e-18	5.853366654614232e-18	2.5494421347391625e-17	-5.8172133036792045e-18	1.0342653748751833e-17	-3.6184041405520396e-18	-1.9623022318277814e-17	2.96612933168061e-18
-2.4108910581508833e-17	1.8043804292107777e-17	2.977162945990063e-17	-3.378723945249762e-17	4.676677172686728e-17	-2.7429588620202697e-17	-1.00265019319011e-17	8.947952822388076e-17	3.9543647523321835e-17	7.020066766158405e-17	-2.2861972195078e-17
2.5226408072060806e-18	-1.3200226484821112e-17	9.909038522470073e-18	7.461777640475296e-18	-1.468556987293237e-17	5.854276155902646e-18	1.0601483279437102e-17	-1.1816219568764804e-18	-1.4450539806935905e-17	7.555893399223088e-18	-1.6079849777323073e-18
-4.716123644593701e-19	3.229709329288052e-17	-9.81939255421177e-18	-3.60313460027822e-17	-5.936185562825948e-17	-3.812185221345804e-17	-5.93018393852897e-17	-2.260691857407838e-17	-5.7077880044286e-17	-6.595776004462748e-17	-2.255996432419765e-17
-5.884274679822563e-18	-2.1822864049934064e-17	4.586667868439279e-17	4.7168784343453814e-18	-9.945087643672856e-18	-2.121344528376145e-18	-2.722064972536491e-17	-2.110115235248083e-17	-2.11192487830967e-17	3.844235913820191e-17	-3.3245971749977055e-17
-1.2858257852003367e-17	-2.2757999127184612e-17	5.249520659530049e-17	3.6644160915319985e-17	-3.9415966989693295e-17	-3.59965027813316e-18	-3.447286180830755e-18	-4.043470890781593e-17	-6.940753757946148e-18	6.556752035093939e-17	-3.429970513205323e-17
-8.683395402956086e-18	-1.605328992168994e-17	3.795558790206939e-17	1.7265624808882462e-17	3.3962753728438853e-18	-8.584541262751588e-18	4.872671560853098e-17	-2.671795519223683e-17	4.536014643577869e-18	3.5245425180154424e-17	1.1479651201447873e-17
1.6289125758249224e-18	1.4685033071188983e-17	-1.2809464738079447e-18	-3.008308737418817e-17	2.926407354305842e-18	-2.2339306971832714e-17	2.1587113975419465e-17	7.47780301896255e-17	5.815623985264105e-18	-8.14513833620579e-18	-2.1378684950972832e-17
-1.2165515350743583e-17	-9.424679295219382e-18	6.181037098075473e-17	2.7098863624741087e-18	-3.508941932559885e-17	-2.7167714850159074e-17	3.942937435433036e-18	-3.462521913555311e-17	-2.0288679662733434e-17	4.5634922048513416e-17	-3.570131481044481e-17
-5.885338740500781e-18	-1.2522778998763432e-17	-1.4296120168129193e-17	3.2631731288842116e-18	2.147043311514861e-17	2.02124073718899e-17	5.697947927399554e-17	-3.521153917082173e-17	-1.1506292317894994e-17	-2.050762729304381e-17	1.5573317006363297e-17
7.686330112748556e-18	-1.6638082880828057e-17	-5.958971439126522e-18	1.0500193304254394e-17	2.106203403506394e-17	3.9886352531556615e-17	-1.7137224375927833e-17	2.618619290271367e-17	1.5720129719200586e-17	1.8290750274975832e-17	1.7534174042825916e-17
-5.753868764191934e-20	5.701263240179266e-19	-7.873695841897331e-18	-3.494157291991291e-19	-4.022500708142563e-18	-1.5996884813966964e-18	2.9835865556397346e-17	-5.147728932340796e-17	1.4789972966341695e-17	-4.456729779702417e-17	-9.748209896996598e-18
-1.467940594453455e-18	1.0535582724838107e-17	7.445115847344844e-18	5.851717834463537e-18	-1.1931128978551129e-17	-1.9338027150782655e-17	-8.769823934393027e-20	-2.060640691313048e-17	-9.228949882907065e-18	-4.1896355994489834e-18	1.4173665771600216e-17
-4.615898033774427e-18	1.7469761696594567e-17	7.345023933485445e-20	-1.1332207709464057e-17	3.021458459094325e-18	-3.6169743048199505e-17	-1.0263922459809451e-17	2.079619392326927e-18	-2.844305729788322e-17	6.824138181640307e-18	1.3368582413056652e-20
4.013505595197476e-18	-2.1296983610231526e-17	1.1456991307841887e-17	1.7019509241827053e-17	1.3669099388149626e-17	2.3548059876855503e-17	-3.782152500570779e-18	4.536021674703118e-18	1.9964440678386498e-17	2.450297114176595e-17	2.1491938549171225e-17
7.272278005422941e-19	-4.7803789378729465e-18	3.0490358530712108e-18	4.3126885352721316e-18	1.280057528497693e-17	4.665114091656713e-18	5.952699478146257e-18	-3.9563542180045724e-18	4.911717738047334e-19	1.1839172702336317e-17	7.216867593638862e-18
1.9123898313731963e-18	7.196683307154571e-18	-7.453640042541881e-18	3.079259073353965e-18	1.9887038589039907e-18	-5.731927414138148e-18	-4.407159573067505e-18	8.723879053346124e-18	7.829554983866501e-18	2.5699360375921517e-18	2.4277792624290995e-18
4.392671003636777e-19	3.344890786769258e-18	-3.1863308189726606e-18	-1.2221526929945857e-18	9.537030075605058e-18	-2.401902238311817e-18	8.105741490355789e-18	-6.360846866177231e-18	8.014119992324207e-18	9.642731684871257e-18	5.9172328069332126e-18
-2.149582536068144e-18	-2.6883255737471232e-18	9.20552130469676e-18	9.090045557113276e-18	-8.936037664862274e-18	1.9868022115603544e-18	1.1705575339900037e-18	-1.0430241076904232e-17	-5.3204372387785466e-18	4.99230579287839e-18	-1.3680882469751162e-18
2.671054337597765e-19	-7.967297642425303e-19	-5.5700227682629054e-18	-2.2266155481293644e-18	-2.354569318308952e-18	1.019226485734123e-17	3.9183849834154624e-18	5.73764778910469e-18	-2.2075856155023313e-17	-2.925899486401796e-18	4.465810744330526e-18
3.667696607599091e-19	1.1944962060754051e-18	6.994768334137431e-18	-3.630666141956705e-18	-6.986123859352267e-18	-3.398433312880895e-18	9.801561055388219e-18	9.941195889025388e-20	8.49619886341687e-18	9.090235442681864e-18	4.518231830368363e-18
