-6.048290711370581e-17	6.971147509773408e-17	-4.3341412112506726e-18	-1.0557673596028025e-16	7.411214374679018e-17	5.081321293179512e-18	7.290539060332255e-17	2.880987763758978e-17	3.68118456756503e-17	1.8362301150411022e-17	1.7461838257986308e-16	6.637526840703564e-17	-7.964469817384397e-17	-1.1802239637951332e-16	-2.5296500558021778e-17	3.1639729601362904e-17	8.014213946876681e-17	5.202693979114424e-17	4.515516813058578e-17	2.5390791757156147e-17	1.068976173471611e-16	-1.4064410860819235e-16	6.302795130672813e-17	-1.7917228645354898e-16	9.169942084015759e-18	7.091242960981696e-17	-1.3276283610700653e-16	-1.3607959131192666e-17	-8.821136004082431e-17	1.2206004794821415e-16	-6.378538333423474e-18	-1.8857011245186246e-17	1.1818186269120084e-16	5.70020395672313e-17	1.0369904673564604e-17	4.4981492981149003e-17
5.6820831247467355e-18	6.847366708990679e-17	-1.4251322292172875e-17	-1.2055866134959533e-18	-3.951637681676425e-19	-9.409187161504161e-18	-1.441314317888838e-16	-8.634321224784704e-17	-4.2933401405315477e-17	6.778105107315486e-17	1.0607526001887e-16	-1.1551184848837077e-16	5.820777969467265e-17	-1.3245626071692091e-17	4.471879495418951e-17	5.756284184366096e-17	1.5817933418684894e-16	2.052965308026234e-18	4.093121779111669e-17	-4.1880690297323026e-17	2.6474701560208377e-17	-1.7032330661909246e-16	-1.395154119525347e-16	-3.6027627221593606e-17	2.2570221869649812e-17	-8.894624687996188e-17	1.3233387590240443e-16	-1.146726004961515e-16	2.2557047603548913e-17	7.102213468077521e-17	-5.703888468942973e-17	-6.591394944696491e-17	-1.916447084857127e-16	1.3810706138382135e-16	1.824129887210359e-18	3.937984300394026e-16
-2.8443701951395964e-17	-2.7650477441181644e-17	4.563858829707542e-17	-5.387520854645075e-17	1.2165144045576148e-16	-9.04819386694967e-18	8.579812418172152e-17	-9.153083551493626e-18	2.3560893786149342e-17	9.865883645131366e-17	1.690623314485978e-17	-5.3155914602137145e-17	2.8896727085884826e-17	-5.147960477900953e-17	-2.702604247394005e-17	-5.282936872359954e-18	4.9033586168769557e-17	-7.255900937946876e-18	-3.591050868385296e-18	1.111845371258557e-16	-1.421594099789748e-17	-8.877617003970528e-17	-2.4906800908576745e-17	8.782009002341415e-17	5.089936588419404e-18	-8.252898942727089e-17	1.6820909948229304e-16	1.3605418697548413e-17	-1.183717409141775e-16	-7.453550396069401e-17	8.385512259242923e-17	-1.4828171927104872e-16	-1.9390020169784035e-16	-4.5698134257966376e-17	-2.0034669289136129e-16	-2.3741069177364246e-17
-5.922060408064624e-17	-6.280209471270592e-17	-1.05688766717844e-16	-1.0987612253065306e-16	-8.793037994192492e-18	6.166809412264268e-17	-2.3398100559668702e-17	1.8689928917983313e-17	-1.5900240443609776e-17	-5.308316553295963e-17	-2.8425149131618173e-17	4.486521670963299e-17	-5.283706830453993e-17	-1.0904418307559427e-16	7.397054059834212e-17	-4.912019573535266e-17	8.339212423186629e-17	5.848768855458112e-17	-5.598998156711425e-17	4.669593721763716e-17	1.5331014124859385e-16	-2.690863568272117e-17	5.144037958863122e-17	1.1148896503159403e-16	-2.9641999003727795e-17	2.0564799438699033e-16	-2.8655578133800016e-17	1.0261655923917322e-16	9.914940411448044e-17	3.511415804131036e-17	-1.2320277363249427e-16	-1.4650291555822374e-16	5.645946952491121e-17	-1.4898931662095157e-17	9.91520819750711e-17	-7.888333800450183e-18
-3.23553789612925e-17	1.4353990253844988e-17	-6.277355618933827e-17	-1.0679701963026132e-17	1.8569332203060265e-17	-9.296639239831931e-18	-4.00415846934082e-17	3.955892932278301e-18	3.1429390826988456e-17	1.37528340614474e-17	-3.531512969677291e-18	8.033510716417051e-17	1.445516180802876e-17	2.7580980488775846e-17	-1.1256585502812287e-16	-7.964121576012277e-17	-4.997781582711712e-17	-5.9997802255848e-18	-1.5467276458368708e-17	1.3783246746229756e-17	-5.3056063232599536e-17	5.492912456046833e-17	1.4248214068194434e-17	-1.8836931757680122e-17	1.0719836649030333e-16	7.91043111633494e-17	-1.0082682711311899e-17	-3.9955998413308526e-17	1.3019336260814688e-16	8.908636589641735e-17	3.3669073980237385e-18	5.83937732971847e-17	1.2077667265000347e-16	1.020397355375774e-17	5.684183522753775e-17	-1.926631922182039e-17
-2.385758557435905e-18	-5.0243004711053694e-18	-1.0752764403439154e-17	5.154528381860487e-17	8.607029962367561e-18	-1.2877753516640304e-17	6.074382107168738e-17	-1.3274703459701527e-17	-9.909375346336855e-17	-3.4109874317135554e-17	3.7097751206528654e-17	-1.2870788970600077e-17	-1.389047996501562e-17	5.639543663226548e-17	4.323398412060986e-18	7.338368671912604e-17	-5.596377788542247e-17	-9.002258041005967e-17	5.647277744503726e-17	5.482923790955531e-17	-1.0666834112302968e-16	9.417005006846725e-17	-1.3966245084277178e-17	-1.0610352944822141e-17	1.7581233305951258e-16	8.438233938638505e-17	-4.152742190033942e-17	-1.0570800715000138e-16	8.499526262199176e-17	-3.948836824381258e-17	7.749583749925246e-17	-2.9094504580456308e-18	5.552891269884018e-17	-3.267210903570077e-17	1.1786295946853037e-16	-7.939236493776764e-17
-1.3638885687652815e-17	1.669649048107448e-17	1.031929520015763e-17	1.8746108602022837e-17	1.688747698296115e-17	-2.850085526077756e-17	-2.1764108276038345e-17	-3.015769793936221e-17	5.843118194251943e-17	3.189417670441402e-17	-6.045649565384587e-17	-2.1161987597504953e-17	-1.3616121008630973e-17	-3.049065408966001e-17	-6.739336524898374e-17	8.334586182820463e-18	-2.3214098299822113e-17	6.433380665491531e-18	-5.302315015885818e-17	3.0804142588459875e-17	1.649283575611098e-18	-1.9249929877539796e-17	-4.0337799682063646e-17	-4.8177996328196384e-17	3.429816815391284e-17	1.721825397211971e-17	-1.190448002287228e-17	-5.1367604054228655e-17	6.268849984277853e-17	-7.428615848882633e-18	-4.0615484455467153e-17	-1.0059167456578313e-16	-4.957749387186145e-17	8.47626905132941e-17	4.781998810702951e-18	-3.1812767838070273e-17
-1.194184541608492e-17	-1.731970823541302e-17	5.046850256793885e-17	-1.0184550779716094e-17	-2.1137814112418288e-17	-6.098816779399567e-17	-4.936610558105728e-17	4.805467753547469e-17	5.417075227916227e-17	1.4078975005404137e-18	-8.028491423740429e-17	3.7736809920452553e-17	2.0468811062300064e-17	5.276402994059347e-18	-1.5139645923395075e-17	3.7117173755292354e-17	2.2352091891161885e-17	-7.056797579438861e-18	-1.2717720822169967e-16	3.916413112110069e-18	-3.212122903771998e-17	-3.4731950193601115e-17	-4.429320522013427e-17	-5.654479264439406e-17	1.140558549439415e-16	-7.645650848286112e-17	9.298780232449325e-17	9.907408217593993e-18	-7.280664866459628e-17	1.966025595483659e-17	7.061974937889354e-17	-6.387132311020688e-17	-1.4655279876042216e-16	8.952696060123338e-18	-4.264732905654341e-17	2.977530160836254e-17
2.1870856500221855e-17	-3.861468784391348e-17	6.839576999379255e-18	4.6967275794071615e-17	8.15812640538208e-17	7.740477506701302e-18	6.912631432058876e-17	1.224178746865131e-16	-1.0605995983218925e-17	7.626451907010042e-17	7.934207492128456e-17	6.965241952910976e-17	3.836761609680452e-17	1.1908055497695804e-16	8.206161660034532e-17	-2.1119918130032468e-17	3.557922110826892e-17	4.7108942155987086e-17	7.853378193596094e-18	-5.699442624443382e-17	-1.3816383315853032e-16	1.473032113109686e-16	3.758935897664598e-17	1.6245376516694335e-17	-5.789633672430906e-17	-8.301028569686389e-17	1.6848109794366161e-18	-1.3707923677543076e-16	3.496146577812786e-17	1.9326040559640402e-16	1.042393058528204e-16	1.1089471277771544e-16	-1.4874366037706103e-16	-3.680147073809527e-16	3.8942528489191416e-17	1.3435260672796868e-16
7.857285334853357e-18	-3.765817907208419e-17	3.4899843275596827e-17	-3.7987823737956996e-17	1.6119773534982307e-17	-1.1107944659267664e-17	1.3517355333483909e-17	-5.4070092386473756e-17	-5.43985425682178e-17	-8.268728131898336e-17	3.173848866825777e-17	-1.7101483395449457e-16	6.028901664258249e-17	-3.074359807394123e-17	1.17467833321991e-16	1.7893710567802287e-17	7.653183578234359e-17	7.552322991098115e-17	6.095183099064388e-17	-2.7062995300505335e-17	4.003404671942319e-17	-7.852358842369548e-17	-7.75600773123922e-17	-1.503423649838519e-16	1.399466663195094e-16	-6.270461208086595e-17	7.685780840173926e-17	-2.803161538024833e-17	7.767569158034697e-17	2.1231166192546195e-17	-8.522276802291822e-17	-5.921636706411534e-17	-1.9019051945701742e-16	-1.6322769686443095e-16	-9.521766766240803e-17	2.0256326819429772e-17
