2.1672500447282406e-16	-1.9880424579397472e-16	1.7240782813757577e-16	-2.3329815847375915e-16	-3.243200913593012e-17	6.977539418664528e-17	-2.3942688915037767e-18
-5.446671129270229e-17	5.8880744024230656e-18	4.04957214469522e-17	-6.214407234603496e-17	-6.168291956811943e-17	-1.4761046023234496e-16	-6.3886448214727e-17
5.885010506702218e-17	-3.5734779372573525e-17	3.471328684648743e-18	-2.3907208244099428e-17	-6.02226098464818e-17	3.1441538458909684e-17	2.1290370392703757e-17
3.092058805188572e-17	1.052063859011883e-17	2.9173486066876004e-18	8.457625662784115e-17	-2.1386208683128877e-17	1.1684444218004655e-17	6.152938961777449e-17
-2.684137488447241e-17	-5.596347634129994e-17	4.869780520720399e-18	-3.199150615690179e-17	6.3733484689044236e-18	-4.849681143079916e-17	2.149198458335931e-17
1.6019682914309065e-17	5.632420831921368e-18	-6.724556819235433e-18	-6.803556398005824e-18	1.653911523740035e-17	2.3821245866613472e-17	1.2355634829087432e-16
8.755030456314176e-18	1.7498089464819514e-17	3.3214889252993795e-17	1.4990348066205115e-17	-3.188437581649069e-17	1.8507062646768305e-17	4.4669832320356414e-18
1.6924532778959668e-17	5.981768294591462e-17	-1.8097875150325588e-17	-1.3113362590916719e-17	2.716231054475365e-19	-1.1330538051930842e-16	1.0438472640350545e-16
-5.826302466626559e-18	-3.469619680511054e-17	1.130943373843862e-17	-1.8517027039251452e-17	2.200844080115914e-17	6.098297618767808e-17	4.7448322197676016e-17
2.7147598232337662e-17	-5.625637196655876e-17	1.5318509465135372e-17	-3.2287941804412597e-18	-1.0047447888678299e-16	-2.837784838150241e-17	4.029738965264158e-18
1.6335323733291117e-17	7.202856361518649e-18	1.6711935732276425e-17	-1.2509159052326322e-17	1.634875270306579e-17	5.945761461481673e-17	-4.099544813965165e-17
2.3769906578896922e-18	-7.035338387545943e-18	-4.267315961998133e-17	2.8825871273279663e-17	-3.14728677306483e-17	-2.0674690403220056e-17	-4.866614354221907e-17
-5.184021054623515e-18	-7.813024804443035e-18	-3.108279538584297e-18	6.14456232184612e-17	-4.5927139740629516e-17	-3.594346763160641e-17	1.3616086105932362e-17
