-6.048290711370581e-17	6.971147509773408e-17	-4.3341412112506726e-18	-1.0557673596028025e-16	7.411214374679018e-17	5.081321293179512e-18	7.290539060332255e-17	2.880987763758978e-17	3.68118456756503e-17	1.8362301150411022e-17	1.7461838257986308e-16	6.637526840703564e-17	-7.964469817384397e-17	-1.1802239637951332e-16	-2.5296500558021778e-17	3.1639729601362904e-17	8.014213946876681e-17	5.202693979114424e-17	4.515516813058578e-17	2.5390791757156147e-17	1.068976173471611e-16	-1.4064410860819235e-16
5.6820831247467355e-18	6.847366708990679e-17	-1.4251322292172875e-17	-1.2055866134959533e-18	-3.951637681676425e-19	-9.409187161504161e-18	-1.441314317888838e-16	-8.634321224784704e-17	-4.2933401405315477e-17	6.778105107315486e-17	1.0607526001887e-16	-1.1551184848837077e-16	5.820777969467265e-17	-1.3245626071692091e-17	4.471879495418951e-17	5.756284184366096e-17	1.5817933418684894e-16	2.052965308026234e-18	4.093121779111669e-17	-4.1880690297323026e-17	2.6474701560208377e-17	-1.7032330661909246e-16
-2.8443701951395964e-17	-2.7650477441181644e-17	4.563858829707542e-17	-5.387520854645075e-17	1.2165144045576148e-16	-9.04819386694967e-18	8.579812418172152e-17	-9.153083551493626e-18	2.3560893786149342e-17	9.865883645131366e-17	1.690623314485978e-17	-5.3155914602137145e-17	2.8896727085884826e-17	-5.147960477900953e-17	-2.702604247394005e-17	-5.282936872359954e-18	4.9033586168769557e-17	-7.255900937946876e-18	-3.591050868385296e-18	1.111845371258557e-16	-1.421594099789748e-17	-8.877617003970528e-17
-5.922060408064624e-17	-6.280209471270592e-17	-1.05688766717844e-16	-1.0987612253065306e-16	-8.793037994192492e-18	6.166809412264268e-17	-2.3398100559668702e-17	1.8689928917983313e-17	-1.5900240443609776e-17	-5.308316553295963e-17	-2.8425149131618173e-17	4.486521670963299e-17	-5.283706830453993e-17	-1.0904418307559427e-16	7.397054059834212e-17	-4.912019573535266e-17	8.339212423186629e-17	5.848768855458112e-17	-5.598998156711425e-17	4.669593721763716e-17	1.5331014124859385e-16	-2.690863568272117e-17
-3.23553789612925e-17	1.4353990253844988e-17	-6.277355618933827e-17	-1.0679701963026132e-17	1.8569332203060265e-17	-9.296639239831931e-18	-4.00415846934082e-17	3.955892932278301e-18	3.1429390826988456e-17	1.37528340614474e-17	-3.531512969677291e-18	8.033510716417051e-17	1.445516180802876e-17	2.7580980488775846e-17	-1.1256585502812287e-16	-7.964121576012277e-17	-4.997781582711712e-17	-5.9997802255848e-18	-1.5467276458368708e-17	1.3783246746229756e-17	-5.3056063232599536e-17	5.492912456046833e-17
-2.385758557435905e-18	-5.0243004711053694e-18	-1.0752764403439154e-17	5.154528381860487e-17	8.607029962367561e-18	-1.2877753516640304e-17	6.074382107168738e-17	-1.3274703459701527e-17	-9.909375346336855e-17	-3.4109874317135554e-17	3.7097751206528654e-17	-1.2870788970600077e-17	-1.389047996501562e-17	5.639543663226548e-17	4.323398412060986e-18	7.338368671912604e-17	-5.596377788542247e-17	-9.002258041005967e-17	5.647277744503726e-17	5.482923790955531e-17	-1.0666834112302968e-16	9.417005006846725e-17
-1.3638885687652815e-17	1.669649048107448e-17	1.031929520015763e-17	1.8746108602022837e-17	1.688747698296115e-17	-2.850085526077756e-17	-2.1764108276038345e-17	-3.015769793936221e-17	5.843118194251943e-17	3.189417670441402e-17	-6.045649565384587e-17	-2.1161987597504953e-17	-1.3616121008630973e-17	-3.049065408966001e-17	-6.739336524898374e-17	8.334586182820463e-18	-2.3214098299822113e-17	6.433380665491531e-18	-5.302315015885818e-17	3.0804142588459875e-17	1.649283575611098e-18	-1.9249929877539796e-17
-1.194184541608492e-17	-1.731970823541302e-17	5.046850256793885e-17	-1.0184550779716094e-17	-2.1137814112418288e-17	-6.098816779399567e-17	-4.936610558105728e-17	4.805467753547469e-17	5.417075227916227e-17	1.4078975005404137e-18	-8.028491423740429e-17	3.7736809920452553e-17	2.0468811062300064e-17	5.276402994059347e-18	-1.5139645923395075e-17	3.7117173755292354e-17	2.2352091891161885e-17	-7.056797579438861e-18	-1.2717720822169967e-16	3.916413112110069e-18	-3.212122903771998e-17	-3.4731950193601115e-17
2.1870856500221855e-17	-3.861468784391348e-17	6.839576999379255e-18	4.6967275794071615e-17	8.15812640538208e-17	7.740477506701302e-18	6.912631432058876e-17	1.224178746865131e-16	-1.0605995983218925e-17	7.626451907010042e-17	7.934207492128456e-17	6.965241952910976e-17	3.836761609680452e-17	1.1908055497695804e-16	8.206161660034532e-17	-2.1119918130032468e-17	3.557922110826892e-17	4.7108942155987086e-17	7.853378193596094e-18	-5.699442624443382e-17	-1.3816383315853032e-16	1.473032113109686e-16
7.857285334853357e-18	-3.765817907208419e-17	3.4899843275596827e-17	-3.7987823737956996e-17	1.6119773534982307e-17	-1.1107944659267664e-17	1.3517355333483909e-17	-5.4070092386473756e-17	-5.43985425682178e-17	-8.268728131898336e-17	3.173848866825777e-17	-1.7101483395449457e-16	6.028901664258249e-17	-3.074359807394123e-17	1.17467833321991e-16	1.7893710567802287e-17	7.653183578234359e-17	7.552322991098115e-17	6.095183099064388e-17	-2.7062995300505335e-17	4.003404671942319e-17	-7.852358842369548e-17
