1.6119779394492367e-16	1.283521371418412e-16	3.229712123191052e-17	1.1096431904290428e-16	-3.12917536363424e-17	-6.024638326086986e-17	6.3658345315207345e-18	-8.12484896831351e-17	-2.9547078225034123e-17	-5.2674335986063205e-17	3.9713883148648555e-18	4.8824904344220844e-17	-1.13771359708414e-16	-5.57540570212063e-17	7.359476277780954e-17	2.0733129481036326e-17	-8.299890167816951e-17
-9.857002518436818e-17	-2.3231708567144274e-17	-4.9112904892775677e-17	1.0769419786748154e-16	-3.290551870715768e-17	-5.831467392270182e-17	-1.0896045759526768e-16	5.98238852923846e-17	8.534659387944088e-17	9.267643938879105e-17	4.144104390120604e-17	-5.2070332260686043e-17	7.293028617780126e-17	7.624004718362015e-17	2.9404026921067785e-17	-2.707328925838513e-17	-8.13613669817932e-17
-5.146189451262464e-18	8.2853692543441e-18	2.0349338546198604e-17	3.023696154140138e-17	4.1726853931450773e-17	-8.720672861025403e-18	-2.117815927042713e-17	9.583391806781086e-18	-1.3280629252547574e-17	3.3584697434668623e-17	7.975070562016969e-18	1.014391782302236e-17	-1.5273513528088203e-17	5.805770571181398e-18	5.677587560640552e-17	1.115251197577277e-16	-6.846828457674034e-17
1.7100971173812018e-17	2.5706645012959912e-17	-6.531295722918024e-17	-2.0399039005093002e-17	1.4894689063899707e-18	1.6261396936519323e-17	-5.226826950014723e-17	-9.011158313114354e-18	-1.669066944385379e-17	-1.3534255788839889e-17	1.062794210580619e-18	3.3528544029695955e-18	-3.3813254768187024e-17	2.5148214465399497e-17	-3.402014583337576e-17	6.066858488954416e-17	4.692930433846986e-18
1.7794571285337375e-18	-9.24054851306463e-18	1.9539870549348702e-17	4.120817237811194e-17	1.5257800306570116e-17	-1.3106730228596793e-17	-5.146980276110474e-18	4.433420900184611e-17	-7.573403072744648e-18	-2.3765765292769387e-17	3.9281055073700934e-17	8.585567375538168e-17	1.5871716819668646e-16	2.0993848814682854e-17	1.3399413107128206e-16	-7.339349700637837e-17	-8.20598672202095e-17
-3.6442384568671135e-17	5.72490264990556e-17	-6.409564601259904e-17	6.345035405023857e-17	-6.844144583509671e-18	-3.673866642072935e-17	8.282428509552021e-17	-1.5608067459709325e-16	1.363710796964195e-18	-1.0388911254901075e-16	-1.0171630106139686e-16	7.107804365942242e-17	-1.62952666081663e-16	-1.360000816326294e-16	3.029278092736729e-17	9.924277280740963e-17	-1.8286183908787678e-16
5.4343357969328985e-17	1.6629026275785766e-17	-1.1386457681780628e-17	-8.231483071753933e-17	-3.7605144794212717e-17	-7.687743960363269e-17	-1.1158420075204436e-16	-3.072827247390476e-17	-7.698956147753798e-17	-1.2839286481940424e-17	-9.795287668158701e-18	1.1652265440050127e-16	-2.0956661745817897e-17	-1.4488873693476881e-16	-8.837586888659659e-18	-9.728240577369695e-17	-5.591266124318576e-17
-4.720221608855781e-18	-1.8901749051379227e-17	4.7096888330283705e-17	1.175420228159288e-16	9.603684543397625e-19	-5.0024723585821384e-17	-1.4389069795303586e-17	1.5775398897171774e-16	-5.620435797254756e-19	-9.81096128215238e-17	7.001054658586175e-17	-2.946289505647529e-17	4.331345349515971e-18	-4.950884215130693e-17	4.558808984906646e-17	-2.8868041243382914e-17	5.725323660302829e-17
2.4031096752925013e-17	-1.6450498421054602e-19	3.0900783666390865e-18	-4.675654654996305e-17	1.1601249462975224e-17	5.87062827747272e-17	-7.898802874843183e-17	7.95248769613845e-17	1.0211260472161263e-16	-2.043611791872489e-17	7.088170004245683e-17	8.363401142082953e-18	5.865742158089062e-18	-1.800880582122007e-17	4.816183920580227e-17	1.6982205096339004e-17	1.5245229650120602e-16
1.7282634320640588e-17	-1.3191316020850368e-16	1.4415225989873762e-17	-1.8736067318527436e-17	-7.25537592051579e-17	-8.330487264245827e-17	9.210103550972984e-17	-2.418496926594342e-17	1.8036338381639765e-16	-1.6464952860570847e-17	-1.6231985199922976e-16	-4.549713624789062e-17	-1.3109369505213678e-16	5.576842780830344e-17	1.2035914768777377e-16	-2.3547975349434347e-17	-2.3968609695609547e-17
4.8938119522717803e-17	-3.896067906672338e-17	-4.0834987019088e-17	-1.1729967105997738e-17	-8.600421803169259e-17	-5.212171272022006e-17	-8.60690815769946e-17	-1.8929326447950415e-17	-2.751072517633446e-17	3.4220618382072874e-17	3.084345323890808e-17	1.58814874349938e-16	-1.4279318299123527e-17	4.402463797793772e-17	-1.141903870301881e-16	4.3792924450409466e-17	9.10896446571453e-17
1.2939660472803229e-17	-5.752707368051921e-17	1.4798164942494714e-17	2.1626043376767605e-17	1.197558288762757e-17	-6.077609428325015e-17	6.939338703622321e-17	6.090373550581329e-17	-1.6681434880741415e-17	4.403850052698122e-17	-2.2491824186893915e-17	5.617709201233172e-17	3.214520847790787e-17	5.913707933771162e-17	-1.8954913541787176e-17	-8.463352642529959e-18	-8.415936436538306e-17
-2.2922338170745087e-18	-7.726394677334848e-18	1.3252627796278969e-17	2.1059210730017728e-17	-1.4799857473701993e-18	-1.7480789675261978e-17	-2.0467969819283126e-17	5.294670668798674e-18	2.0648533541754476e-17	6.636948768221788e-18	-2.726820318237781e-17	2.1336885927105727e-17	-1.2511654236034269e-17	5.2836761744032055e-18	-3.664517250026063e-17	-1.6081322695869075e-17	-6.105348008412123e-18
7.854759418165181e-18	5.767334660182421e-18	3.847050646711649e-18	-3.6087504979262664e-18	1.966596438855848e-17	3.2914511315282273e-17	-3.45115894044534e-17	2.385462429085553e-17	1.4112083128377595e-17	2.326819697176563e-17	1.2688731715143436e-18	2.895650846918524e-17	-2.1437037082632742e-17	-8.277279348054412e-19	5.0441542433505724e-17	-1.1457916859762586e-17	-4.401836218206243e-18
1.4320939606180413e-17	1.3972525450851828e-17	2.5045780554120524e-17	-1.5344300785623718e-17	1.2650557192166554e-17	4.898559468567751e-17	-5.182952789285671e-17	1.908093870835798e-17	1.3058122776899934e-17	-4.360379581158422e-17	-4.19976944914497e-18	-8.125658706233234e-17	3.9476304650748205e-17	3.140850988468521e-17	1.988805366042425e-17	-4.452837759129247e-17	-1.3358579675700023e-17
