-2.274282357688629e-16	-2.434557121214891e-18	1.0894643427649508e-16	4.709180470344463e-17	1.1778306385484177e-17	1.7109152476718756e-17	2.812102474171226e-17	1.654160660653525e-17	1.1494254161618843e-16	4.1662591540364554e-18	2.9247302574164073e-17	-6.516297529688984e-18	1.0891589547515016e-17	-6.477842507439087e-17	3.918895582083559e-17	-1.2813900552251881e-16	-1.4679198770322997e-16	5.96338450691736e-17	1.0605849452660981e-16	7.835225637133109e-17	-5.007841079028261e-17	-7.51199493811299e-17	5.083516115531544e-17	-1.7083947243435277e-16	9.496941985743669e-17	-1.923707220519953e-16	-1.712632193381919e-16	-4.136823123495903e-17	-2.88229181366431e-18	7.219423592105735e-17	1.293144487356206e-16	1.851677710058668e-16	1.3444693518172003e-16	-1.5109498913789572e-16	-3.327619999847759e-16	-7.227730039538355e-17	6.064400604167552e-17	2.4865826180776267e-16	8.759822394826708e-17	1.7756584519812666e-16	1.3930958519167542e-16	-5.124844428115482e-16	-2.4494543803047913e-16	-2.43367216766078e-16	1.3911256120451984e-16	9.1189562728954e-17	2.1691085072159543e-16	2.3721474811802533e-16	1.9102538802404292e-16
5.874400242371862e-17	-2.5648845511153458e-17	-6.142283677332553e-17	5.94188599025026e-17	-2.095100269104816e-17	-2.5111098196674154e-17	5.166379373121822e-17	4.142928566443809e-17	-1.1718057463039042e-16	-2.4816864218862674e-16	1.5313730009464544e-16	1.2314729578629527e-16	2.189018783165118e-16	-1.2584056980748985e-16	6.928400409034993e-18	9.078866068334456e-17	1.8211267941199884e-17	-1.6242110622641023e-16	2.832462036496396e-17	-1.5240691229413665e-16	4.165445993248251e-17	-1.0878252495291181e-16	-3.3150053171633573e-16	-7.568206961748929e-17	-7.932209903095327e-17	1.0638921532137328e-16	4.8552994034054266e-17	-1.1714147707424587e-16	1.4272732246839191e-16	-2.8394746006088717e-16	6.100266749795618e-17	-3.3359418304150134e-16	4.987765470345249e-16	4.5796932164343423e-17	1.0824497185951666e-16	2.346658984337991e-16	-1.794053827409565e-17	-1.3849089376708667e-16	-4.623197640811336e-16	-1.090748509272507e-16	6.72635111727727e-16	-4.516608999793481e-16	-2.29033535474528e-17	-7.09167290397485e-17	4.4955570548710264e-17	1.5373292854627338e-17	-5.025761728785928e-16	-3.2732273187587205e-16	4.840728318536736e-17
-6.994360264852428e-17	8.680912812620941e-17	-3.9585434779596345e-17	-2.1064408996189784e-17	-1.0866261451112459e-16	8.418835910974427e-17	-5.989633180659605e-17	-7.311114823197428e-18	8.139685058042749e-17	-3.212206634862906e-17	1.9631160949795816e-17	2.783372067643292e-17	3.460264762534736e-17	1.7634078846779553e-17	-3.029023750226741e-17	-6.635445464490621e-17	-4.78795211182397e-18	-1.9450297228026037e-17	1.2557978833696872e-16	-1.7578020253061943e-17	-1.4368498491179868e-16	3.2872167284060756e-17	3.845919967223728e-17	4.801884349000653e-17	8.437330431511493e-17	9.665147639480223e-17	-1.8876693538341644e-18	1.523272550481772e-16	1.8506938125608336e-16	-6.445019666741321e-17	-1.5104886921290249e-16	1.1042473511136395e-16	3.0890479975884184e-16	-1.1120570296378836e-16	-2.1085228915881477e-17	5.502545372158198e-17	-3.033842706578097e-18	8.78693855159109e-17	3.020147356466712e-16	-1.9904294190724068e-16	5.88515562330245e-17	3.178943105132765e-16	-2.945792340374681e-17	6.562563058276338e-17	-1.5457752725393125e-16	3.3938698892987466e-16	1.6315851947520364e-16	-3.2686795828050977e-16	2.933722465419924e-16
1.2133699833647199e-17	1.668661054125083e-17	-4.8754013757969703e-17	-5.4292634452745346e-17	1.1574108627064341e-17	1.3056015812177515e-16	7.08315509199311e-18	4.687973141318137e-17	1.9361441370192963e-17	-3.5526458312470413e-17	8.368742534725214e-17	-9.274750980601408e-17	-1.0593058309719123e-16	-1.3540346688993418e-16	8.192397256674285e-17	-9.494474910774161e-17	-3.525003100235453e-17	8.11666772160964e-17	-1.2367711189987114e-17	-1.2418195525781744e-16	-1.2951338796023244e-16	9.696485759286007e-17	2.6276505414262492e-17	-8.314610056103851e-17	-9.504009762869956e-17	-8.907527514918612e-17	-3.754898609662885e-17	1.149909150718863e-16	-1.9052362722556818e-16	-4.1560665091986655e-17	1.5991238585422064e-17	-3.771559132565535e-17	-1.4654808578582206e-17	-4.918282638669834e-17	3.388980376496859e-17	-6.976234773465074e-17	5.999200509938547e-17	-1.5503866224043633e-16	-3.639751133841622e-18	-6.184437462676581e-17	4.199101701162428e-17	-1.7259463016630242e-16	-1.3746936579345363e-17	9.400141779479223e-18	9.991953714084028e-18	4.3495608058672994e-17	1.0870834414957708e-16	-3.8859386895770305e-17	-7.517798855551856e-18
4.671767698694676e-18	-2.9491663450726525e-17	-3.9010600879174294e-17	9.460193251520932e-18	6.10872411987982e-17	3.3813132257071405e-20	3.028264571933759e-17	2.701114870533648e-18	-1.3941357615599197e-17	1.3264489610587984e-17	-4.4602802402781713e-17	-2.8133064072891175e-17	1.0729283999734402e-17	1.5851536347742084e-17	-3.091907432039919e-17	4.4332426973785943e-17	6.41836605391015e-17	-5.4706674073879744e-17	-8.943511634263461e-17	8.32452892773628e-17	-5.994744389726952e-17	-3.512051826855039e-17	-4.37417947561333e-17	2.7335965450861026e-17	-4.313922114979208e-17	7.536750892673024e-17	-9.50890457953077e-17	-4.613250852127719e-17	8.148971917002192e-18	-1.809799805474781e-17	4.030986045760105e-17	1.0967413901235522e-17	3.244406711447611e-17	3.098518814587021e-17	-5.702497677097051e-17	2.6634068160747228e-17	6.467478694298327e-17	7.871952846871112e-17	-1.3250077467967694e-17	3.422988267911376e-17	6.266562865306698e-17	-5.585053863033807e-17	-3.7526230315836916e-17	-9.5069845741112e-17	3.6879015497619615e-17	-1.0704687966327714e-16	-1.2976896128188209e-16	-1.3190260444815044e-16	-1.267745234570681e-16
5.574168841846571e-18	-4.62946939706907e-17	-3.5941566138440264e-17	-3.1471791626804293e-17	6.00514116898176e-17	6.515295076580426e-17	1.856558152148001e-17	1.5689836113042577e-17	-2.9899769983274634e-17	4.96122872403232e-17	-2.797769665691916e-17	3.5196400129748783e-17	3.0682903814839127e-18	3.8030475977182686e-17	2.520601808792815e-17	1.6442544219569867e-17	2.6880285806079015e-17	8.085392111549573e-17	-3.5847385811782894e-17	-8.548769482371797e-17	1.951749531794087e-17	-4.09412033719595e-17	-8.780669649315062e-17	5.711996727454577e-17	6.883784779227467e-17	-4.603873954577001e-18	-6.421915040049439e-17	1.1696556315843717e-16	-1.7459910422289106e-18	-4.7387875950631876e-20	3.539239049794906e-17	4.6011334135001236e-17	-8.076719698714936e-17	1.2831043766095134e-16	1.4769055685508788e-16	-9.084635836695367e-18	-1.4900100719124359e-16	8.847585208983043e-17	-2.747128895153862e-17	-2.47560763156133e-17	-2.7426838864009635e-16	3.688935336134698e-17	-3.020749158063401e-17	-1.2929817865395696e-16	8.032020378677977e-17	-2.216137105883799e-17	8.581283987049844e-18	6.007008851594124e-18	-3.5130466053319276e-18
1.1788187930955242e-17	2.288166884948868e-17	-8.13647133832885e-18	2.8006129336177725e-17	-3.866685710141093e-18	-3.0722858213704457e-17	5.845379994519958e-17	-2.3258831240158934e-17	-4.0908044582077414e-17	5.42692746951042e-17	3.9165641190599346e-17	7.913832537162093e-19	-3.61033146846413e-17	4.028109852783949e-17	4.484487214985516e-17	4.455935376414316e-17	1.1602052781981683e-17	-1.860482935158923e-17	-3.4272503405055395e-17	3.672203567871414e-18	-3.29227273231681e-17	5.002372830527291e-17	2.9880843810517754e-17	3.0436415914610566e-17	-6.809800431852937e-17	2.6627168429574246e-17	2.384040660460031e-17	4.5698192088756124e-17	2.527795674529604e-17	2.9350353250397104e-17	1.1685475486296926e-17	4.658009693271321e-18	-4.6817845380047665e-17	3.558959517387172e-17	-1.8892767356248325e-17	2.3517195039365593e-17	6.350391317379989e-17	1.1762492474376699e-16	-5.713332176033741e-17	-7.1474571775358e-17	-5.748641916340839e-17	9.816940364141705e-17	4.220668135969651e-17	3.988410452746383e-17	-4.45233650268879e-18	-1.5567010939428203e-16	5.949395155230583e-17	1.3294685947388216e-16	2.4565346123438562e-17
-3.803682767218165e-17	1.1961250016366411e-16	3.89822620532832e-17	3.887537835559587e-17	7.906865413119709e-17	1.0351758865184556e-16	-1.4048117841890763e-16	2.3874273022390674e-16	1.5891267322390168e-16	8.698725288806153e-17	1.247814936600625e-16	1.0594201804939287e-16	5.658886230133642e-17	-1.4920425230691275e-16	-1.7415492364806954e-16	-2.0533300823483294e-17	-1.455591422250896e-16	9.229101170135461e-17	-9.67756766892666e-17	-5.418411974503019e-17	5.92588341082532e-17	3.1723132870944905e-18	-6.884582606303405e-17	2.9689261370214346e-18	1.8238275560769453e-16	-6.938988883407294e-17	5.804158215054654e-17	1.6259687957068093e-16	1.4709100737646887e-16	-3.1858575279792924e-16	-1.145027548501357e-16	1.8839010134879317e-16	2.588207103311282e-16	-6.07733864836911e-17	-1.0069619899103128e-17	4.1461758302243256e-16	2.2228509925152385e-16	-1.8074370167748528e-16	1.9886427640204023e-16	3.2907634237370237e-16	-3.021368564183282e-17	4.499866710402207e-16	1.1211201167281711e-16	3.799105189097458e-18	-1.3073685644838984e-16	7.569933886518786e-16	6.244854419787975e-16	-1.0639531432209399e-15	9.823605885839666e-17
2.3133483914501628e-17	7.657990502344656e-18	-4.37037463530256e-17	-1.5604570656701126e-18	-4.82032827593534e-17	1.577730267492598e-16	-4.6407304763692873e-17	7.428901800421605e-17	9.855727966455818e-17	9.4369706492093e-17	3.817188745294347e-17	-1.7029713216425893e-16	-6.043003429733996e-17	1.0307954677180824e-16	3.537584092406327e-17	1.28771889781055e-16	1.0309597954277581e-16	-2.703122824669392e-17	6.351985696493292e-17	1.3373737489833684e-17	1.064654405317448e-16	2.130055411915135e-17	4.031097303503766e-17	9.798787878000628e-18	7.458383644777043e-19	1.6299635296950928e-16	4.915302648343207e-17	-1.0997816911535158e-16	-1.8035468055517963e-16	-2.7249260527955598e-17	4.0590600131732265e-17	1.1643892075085509e-16	-1.7271919735764253e-16	7.725585783664945e-17	1.119194066162498e-16	-1.1025132630179505e-16	2.1490262324288103e-17	-1.9694606788351256e-16	-1.5261754464943167e-16	-1.1917129783120427e-16	1.9142731723858327e-17	2.368257652446839e-16	-2.1433839149991542e-16	1.8001233614487202e-16	1.15469213444685e-16	1.2077193508552878e-16	-4.30535097092468e-16	-1.7289363312692112e-16	4.459939844301427e-16
-4.015587448895152e-17	9.047922383576184e-17	-1.6274487836401333e-16	1.526590223242802e-16	1.3950397643863397e-16	-9.017095252944341e-17	-9.081609904305321e-17	3.2647350523811185e-17	-6.288627455757121e-17	1.1897112408961806e-16	2.986395965824178e-17	-2.859443522187859e-17	1.6999454202089897e-17	2.0082808015655389e-16	5.799785086452164e-17	5.85991038101507e-17	1.3728916788372816e-16	1.8277234832653873e-16	-2.879735675594746e-17	3.270320037623693e-17	4.4409722631419115e-17	-1.7801381203077683e-17	-4.084980830769927e-17	-2.230446534408933e-16	-4.0270726972933486e-17	1.2641240149554097e-16	3.559034126729124e-17	5.96302400680257e-17	-5.3422400615732376e-17	4.8929835351914036e-17	-1.0204604618064702e-16	-2.1074544770317498e-16	1.2429259676831058e-16	-4.782819556126607e-17	-1.5961578097630837e-16	-1.0764836213202484e-16	-1.8698532110565119e-16	-5.955327478021363e-17	1.0182475259245073e-16	2.2865347895505773e-16	4.924127615197659e-16	3.36767514109314e-18	-3.575058055484258e-16	-1.1048987979939682e-16	-3.6456233159524347e-16	-7.746486173548156e-17	-2.43347500238753e-16	-1.827195073061461e-16	-4.471494980852488e-16
